gender,grad_year,course,Poly_Uni_attended,Uni_Poly_Type,qualification,NYSC_complete,course_helped_emp,course_helped_skills,best_sector,job_search_mode,job1_reason,job1_x_qual,job1_level,job1_via_NYSC,car_rent_from_job1
Female,2016,Chemical Engineering,University of Lagos,Federal,Bachelor's degree,Ongoing,Disagree,"Ability to solve complex problems, Ability to work with others, Spoken communication skills",Power/Energy,"Personal contacts, including family and friends",,,,Yes,No
Female,2014,Business Management,University of Maiduguri,Federal,Bachelor's degree,Yes,Strongly Disagree,Critical thinking skills,NGO,Recruitment agency/Online job site,,,,No,No
Female,2014,Education & Social Science,"Tai Solarin Univ. of Education, Ijebu-Ode",State,Bachelor's degree,No,Agree,None of the above,Trade / Services,Internship,,,,No,Yes
Female,2014,Education & Economics,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,Yes,Strongly Agree,Knowledge of the skill(s) you are studying,Education,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2014,Geography,University of Ilorin,Federal,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to work with others, Spoken communication skills",Media,Social media/professional networking sites,In order to earn a living/pay off debts,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2015,Physics and Astronomy,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Power/Energy,"Personal contacts, including family and friends",,,,No,No
Male,2015,Statistics,"University of Agriculture, Abeokuta.",Federal,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems",Creatives/Art/Design,Social media/professional networking sites,It fitted into my career plan/it was exactly the type of work I wanted,No: the qualification was not required,Clerical and administrative,No,No
Female,2015,Psychology,"Imo State University, Owerri",State,Bachelor's degree,Yes,,,,,,,,No,
Male,2014,Educational Foundations,University of Ilorin,Federal,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Media,Recruitment agency/Online job site,It was the best job offer I received,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2015,Pharmaceutics,University of Jos,Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2017,Mass Communication (Communication and Language Arts),University of Lagos,Federal,Master's degree,Yes,Agree,"Written communication skills, Spoken communication skills",Consulting,Employer's website,To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2016,Banking and Finance,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Engineering,Recruitment agency/Online job site,To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Entry level,No,No
Male,2013,Acturial Science,"Redeemer's University, Mowe",Private,Bachelor's degree,Yes,Strongly Disagree,Spoken communication skills,Oil & Gas / Mining,"Personal contacts, including family and friends",To see if I would like the type of work it involved,Yes: the qualification was a formal requirement,Entry level,Yes,No
Male,2014,Economics,"Fountain Unveristy,Oshogbo",Private,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Media,Media (e.g. newspaper/magazine advertisement),,,,No,No
Male,2016,Economics,Others (For foreign trained students),Foreign,Bachelor's degree,Yes,Agree,Written communication skills,Banking / Financial Services,"Personal contacts, including family and friends",,,,No,No
Female,2016,Economics,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Written communication skills",Consulting,Internship,,,,Yes,No
Male,2015,Computer Science,Covenant University Ota,Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,No: the qualification was not required,Managerial,No,No
Female,2014,Banking and Finance,"Federal Polytechnic Nekede, Owerri, Imo State.",Federal,Higher National Diploma (HND),Yes,,,,,,,,No,
Male,2014,Accountancy,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,Yes,,,,,,,,No,
Male,2014,Banking and Finance,"Lagos State Polytechnic, Ikorodu, Ikeja, Lagos, Lagos State.",State,Higher National Diploma (HND),Yes,Strongly Agree,Ability to solve complex problems,Banking / Financial Services,Social media/professional networking sites,In order to earn a living/pay off debts,No: the qualification was not required,Experience/Professional,Yes,No
Male,2015,Business Administration,"Ahmadu Bello University, Zaria",Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Oil & Gas / Mining,Internship,,,,Yes,No
Female,2016,Mass Communication (Communication and Language Arts),"Moshood Abiola Polytechnic, Abeokuta, Ogun State.",State,Higher National Diploma (HND),Yes,,,,,,,,Yes,
Female,2013,Accountancy,"Federal Polytechnic Nekede, Owerri, Imo State.",Federal,Higher National Diploma (HND),Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Oil & Gas / Mining,Recruitment agency/Online job site,,,,No,No
Female,2015,Marketing,"Federal Polytechnic Oko, Anambra State.",Federal,Higher National Diploma (HND),Yes,Agree,Ability to work with others,Government / Defence,"Personal contacts, including family and friends",,,,Yes,No
Female,2013,Food Science and Technology,"Ebonyi State University, Abakaliki",State,Bachelor's degree,Yes,Strongly Agree,Knowledge of the skill(s) you are studying,FMCG,"Personal contacts, including family and friends",In order to earn a living/pay off debts,Yes: the qualification was a formal requirement,Experience/Professional,No,No
Male,2015,Medicine,University of Ibadan,Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying",Healthcare,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,No,Yes
Male,2015,Medicine,University of Ibadan,Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying",Healthcare,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,No,Yes
Male,2015,Electrical & Electronic Engineering,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,Agree,Ability to work with others,Engineering,Social media/professional networking sites,,,,No,Yes
Male,2016,Economics,Others (For foreign trained students),Foreign,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,"Personal contacts, including family and friends",,,,No,No
Male,2016,Economics,"Federal University, Oye-Ekiti, Ekiti State",Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2014,Law,Others (For foreign trained students),Foreign,Master's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Government / Defence,"Personal contacts, including family and friends",,,,No,No
Female,2013,Computer Science,"Imo State University, Owerri",State,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,Recruitment agency/Online job site,To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Clerical and administrative,No,No
Male,2015,Electrical & Electronic Engineering,Others (For foreign trained students),Foreign,Master's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills",Consulting,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Entry level,No,No
Male,2016,Computer Science,"Abubakar Tafawa Balewa University, Bauchi",Federal,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Written communication skills",Ecommerce/Internet,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,Yes,No
Female,2015,Business Management,"Yaba College of Technology, Yaba, Lagos State.",Federal,Higher National Diploma (HND),Yes,Agree,Knowledge of the skill(s) you are studying,Government / Defence,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
